Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS-path_length,Maximum_AS-path_length,Average_unique_AS-path_length,Number_of_duplicate_announcements,Number_of_duplicate_withdrawals,Number_of_implicit_withdrawals,Average_edit_distance,Maximum_edit_distance,Inter-arrival_time,Maximum_edit_distance_7,Maximum_edit_distance_8,Maximum_edit_distance_9,Maximum_edit_distance_10,Maximum_edit_distance_11,Maximum_edit_distance_12,Maximum_edit_distance_13,Maximum_edit_distance_14,Maximum_edit_distance_15,Maximum_edit_distance_16,Maximum_edit_distance_17,Maximum_AS-path_length_7,Maximum_AS-path_length_8,Maximum_AS-path_length_9,Maximum_AS-path_length_10,Maximum_AS-path_length_11,Maximum_AS-path_length_12,Maximum_AS-path_length_13,Maximum_AS-path_length_14,Maximum_AS-path_length_15,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_Exterior_Gateway_Protocol_EGP_packets,Number_of_incomplete_packets,Packet_size_bytes,Anomalous,type,category
111,14,235,55,6,16,7,2,295,40,16,2.2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,10,287,-1,normal,RIPE_regular
123,12,228,66,6,13,6,9,213,84,13,2.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,3,16,286,-1,normal,RIPE_regular
135,13,256,40,6,13,6,7,391,19,13,2.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130,0,14,281,-1,normal,RIPE_regular
138,11,486,68,6,14,6,65,775,79,14,2.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,140,0,6,327,-1,normal,RIPE_regular
173,14,457,69,6,17,7,24,540,34,17,3.3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,173,2,11,311,-1,normal,RIPE_regular
134,12,334,67,6,18,7,21,275,30,18,2.5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134,1,5,298,-1,normal,RIPE_regular
93,11,445,45,6,16,6,3,689,31,16,1.8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0,3,341,-1,normal,RIPE_regular
100,9,199,32,6,9,6,3,305,12,9,1.9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,0,10,285,-1,normal,RIPE_regular
177,9,588,19,7,16,7,33,883,7,16,3.2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,0,18,324,-1,normal,RIPE_regular
145,11,237,34,7,14,7,6,332,14,14,2.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141,0,9,280,-1,normal,RIPE_regular
123,9,321,22,6,11,6,31,241,9,11,2.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,120,1,8,293,-1,normal,RIPE_regular
105,12,336,50,6,10,6,38,263,10,10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102,1,6,308,-1,normal,RIPE_regular
68,6,160,23,6,17,6,6,170,4,17,1.5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,6,310,-1,normal,RIPE_regular
170,7,978,9,6,12,6,35,1178,6,12,300,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145,0,28,369,-1,normal,RIPE_regular
125,15,941,41,6,14,6,36,882,33,14,2.4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,0,15,396,-1,normal,RIPE_regular
1188,18,7177,118,6,25,6,104,800,125,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,21,114,404,-1,normal,RIPE_regular
990,17,6426,93,6,25,6,83,1054,55,25,170,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,11,98,415,-1,normal,RIPE_regular
785,18,2251,167,6,19,6,26,1031,157,19,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,761,0,33,319,-1,normal,RIPE_regular
776,16,2056,203,6,19,6,25,307,265,19,13,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,740,0,45,315,-1,normal,RIPE_regular
174,14,264,97,6,12,6,6,314,24,12,3.3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,161,2,23,271,-1,normal,RIPE_regular
171,14,480,73,6,12,6,2,320,60,12,3.3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,161,0,23,323,-1,normal,RIPE_regular
231,12,898,30,6,14,6,302,580,30,14,4.4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,236,0,16,321,-1,normal,RIPE_regular
134,13,215,53,6,14,6,11,359,57,14,2.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135,1,10,278,-1,normal,RIPE_regular
114,12,248,29,6,14,6,18,282,38,14,2.3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,2,9,281,-1,normal,RIPE_regular
162,9,417,32,7,13,7,82,524,35,13,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,159,1,12,297,-1,normal,RIPE_regular
123,9,277,39,6,14,6,37,358,22,14,2.3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,3,12,299,-1,normal,RIPE_regular
148,17,277,39,6,10,6,14,350,21,10,2.9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151,0,9,287,-1,normal,RIPE_regular
114,14,152,27,6,11,6,6,145,6,11,2.3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115,0,9,277,-1,normal,RIPE_regular
124,10,296,28,6,15,6,8,262,8,15,2.3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123,0,5,299,-1,normal,RIPE_regular
110,6,442,18,6,11,6,12,342,12,11,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,107,0,10,334,-1,normal,RIPE_regular
275,10,1162,21,6,14,6,5,250,15,14,4.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,240,0,44,365,-1,normal,RIPE_regular
156,12,504,37,6,14,6,39,721,30,14,2.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137,0,27,310,-1,normal,RIPE_regular
882,13,5116,62,6,17,6,54,543,42,17,150,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,68,401,-1,normal,RIPE_regular
939,10,4438,52,5,16,6,55,138,48,16,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,863,0,82,372,-1,normal,RIPE_regular
157,6,376,28,6,10,6,28,302,10,10,2.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,151,0,16,305,-1,normal,RIPE_regular
151,16,196,60,6,21,6,14,347,54,21,2.8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,25,268,-1,normal,RIPE_regular
152,15,286,49,6,14,6,22,373,40,14,2.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142,0,17,281,-1,normal,RIPE_regular
132,14,211,48,6,12,6,14,224,50,12,2.6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,128,2,16,276,-1,normal,RIPE_regular
115,12,468,32,6,21,6,3,498,14,21,2.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,8,329,-1,normal,RIPE_regular
128,12,542,24,6,11,6,40,623,14,11,2.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129,0,10,319,-1,normal,RIPE_regular
136,12,255,26,7,17,7,20,366,22,17,2.6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,10,276,-1,normal,RIPE_regular
101,8,158,15,7,14,7,3,203,8,14,1.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103,0,8,279,-1,normal,RIPE_regular
118,8,279,25,7,18,7,25,216,13,18,2.2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115,0,12,297,-1,normal,RIPE_regular
106,12,255,42,6,15,6,16,143,35,15,2.1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,104,0,11,295,-1,normal,RIPE_regular
96,7,156,18,6,15,7,10,207,2,15,1.9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99,0,11,276,-1,normal,RIPE_regular
105,10,209,16,6,14,6,5,151,10,14,2.1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,107,0,10,290,-1,normal,RIPE_regular
365,13,1503,25,6,16,6,11,2721,10,16,6.4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349,1,21,327,-1,normal,RIPE_regular
256,12,1038,38,7,15,7,68,1038,31,15,4.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,250,0,13,338,-1,normal,RIPE_regular
147,13,371,49,7,14,7,7,579,29,14,2.7,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147,0,7,304,-1,normal,RIPE_regular
147,7,312,38,6,11,6,8,460,14,14,2.6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131,0,20,285,-1,normal,RIPE_regular
104,17,339,47,6,13,6,15,715,38,13,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95,0,12,314,-1,normal,RIPE_regular
171,18,368,134,7,13,7,53,803,194,13,3.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167,0,14,301,-1,normal,RIPE_regular
105,8,181,31,6,13,7,8,161,26,13,1.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,0,5,274,-1,normal,RIPE_regular
137,12,243,29,6,12,6,18,319,23,12,2.5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,126,4,10,274,-1,normal,RIPE_regular
211,9,519,44,7,13,7,16,780,26,13,3.8,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,197,4,19,300,-1,normal,RIPE_regular
145,11,411,45,6,13,6,40,657,22,13,2.7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,141,1,9,306,-1,normal,RIPE_regular
226,8,593,58,6,13,6,23,941,15,13,3.9,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,210,0,19,307,-1,normal,RIPE_regular
241,15,413,53,7,18,7,18,719,38,18,4.4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240,0,12,291,-1,normal,RIPE_regular
102,12,164,24,7,17,7,8,174,14,17,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,9,281,-1,normal,RIPE_regular
156,14,411,44,6,15,6,21,1148,17,15,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,152,0,15,298,-1,normal,RIPE_regular
173,16,328,79,6,15,6,41,346,85,15,3.2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,165,0,14,280,-1,normal,RIPE_regular
137,15,245,59,6,14,6,1,486,49,14,2.7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135,0,14,283,-1,normal,RIPE_regular
209,11,351,24,7,15,7,25,662,28,15,3.8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198,3,18,276,-1,normal,RIPE_regular
133,14,298,38,7,24,7,27,562,28,24,2.6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,10,288,-1,normal,RIPE_regular
151,14,393,36,7,26,7,4,1001,25,26,2.8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,15,307,-1,normal,RIPE_regular
138,9,430,30,7,16,7,6,722,27,16,2.5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136,0,9,315,-1,normal,RIPE_regular
107,12,280,37,7,14,7,4,240,18,14,2.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104,0,11,292,-1,normal,RIPE_regular
160,11,819,16,7,16,7,20,1575,13,16,2.9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,14,355,-1,normal,RIPE_regular
112,9,409,20,7,13,7,10,480,6,13,2.1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111,0,11,318,-1,normal,RIPE_regular
83,6,166,28,6,11,6,1,138,12,11,1.6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,82,0,9,286,-1,normal,RIPE_regular
128,10,419,21,6,15,6,8,572,13,15,2.3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0,8,315,-1,normal,RIPE_regular
229,15,630,57,6,17,6,16,691,33,17,4.1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,27,314,-1,normal,RIPE_regular
164,13,688,53,7,19,8,35,1526,51,19,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,149,0,19,338,-1,normal,RIPE_regular
119,6,373,21,6,17,6,26,363,10,17,2.1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,6,318,-1,normal,RIPE_regular
119,16,530,59,6,13,6,32,738,38,13,2.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114,0,9,337,-1,normal,RIPE_regular
140,13,505,44,6,12,6,18,604,37,12,2.6,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,137,0,11,311,-1,normal,RIPE_regular
149,12,467,110,7,13,7,13,777,101,13,2.8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150,0,6,326,-1,normal,RIPE_regular
107,11,229,38,6,16,6,28,166,39,16,2.1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,0,5,289,-1,normal,RIPE_regular
79,11,202,51,6,15,6,6,236,32,15,1.5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,0,9,281,-1,normal,RIPE_regular
216,9,440,36,6,9,6,10,837,18,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,218,0,17,296,-1,normal,RIPE_regular
277,11,1089,28,6,18,6,38,284,26,18,4.9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,277,0,11,342,-1,normal,RIPE_regular
121,15,221,31,6,11,6,27,329,26,11,2.3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,0,18,268,-1,normal,RIPE_regular
109,13,167,25,6,17,6,1,277,23,17,2.2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,19,277,-1,normal,RIPE_regular
71,6,174,25,6,13,6,24,125,30,13,1.4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0,8,316,-1,normal,RIPE_regular
105,9,296,29,6,11,6,15,355,13,11,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,12,296,-1,normal,RIPE_regular
118,9,704,66,6,11,6,56,2391,2,11,2.2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,116,0,11,377,-1,normal,RIPE_regular
133,13,804,106,6,15,6,81,2453,33,15,2.6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,134,0,12,384,-1,normal,RIPE_regular
121,15,371,179,6,15,7,14,346,184,15,2.4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,115,0,14,335,-1,normal,RIPE_regular
111,11,513,81,7,13,7,2,867,17,13,2.1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,0,19,346,-1,normal,RIPE_regular
143,13,681,31,6,13,7,3,547,17,13,2.7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138,0,16,350,-1,normal,RIPE_regular
144,12,550,52,7,16,7,28,516,46,16,2.7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143,0,10,338,-1,normal,RIPE_regular
147,11,239,27,6,20,7,19,241,19,20,2.7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,138,0,18,279,-1,normal,RIPE_regular
136,12,254,57,6,21,6,23,250,51,21,2.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,9,280,-1,normal,RIPE_regular
128,11,270,24,7,22,7,6,423,22,22,2.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2,12,290,-1,normal,RIPE_regular
258,14,770,166,7,14,7,8,895,140,14,4.6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,242,0,22,329,-1,normal,RIPE_regular
194,18,790,126,6,11,6,21,1199,151,11,3.6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,186,0,13,340,-1,normal,RIPE_regular
182,14,629,104,7,13,7,29,1745,67,13,3.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,174,0,13,338,-1,normal,RIPE_regular
130,14,367,200,6,11,6,2,321,196,11,2.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,122,0,19,333,-1,normal,RIPE_regular
238,8,670,52,5,12,6,1,563,39,12,4.1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,206,0,36,303,-1,normal,RIPE_regular
151,16,357,80,7,12,7,27,368,62,12,2.8,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145,0,11,296,-1,normal,RIPE_regular
121,16,372,145,7,12,7,13,539,144,12,2.4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,118,0,15,321,-1,normal,RIPE_regular
115,13,323,110,6,12,6,29,562,144,12,2.2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,108,0,12,315,-1,normal,RIPE_regular
102,13,518,32,6,15,6,103,453,21,15,2,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96,0,13,344,-1,normal,RIPE_regular
148,10,415,85,7,13,7,4,841,61,13,2.7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,136,0,19,313,-1,normal,RIPE_regular
168,18,550,113,6,11,7,10,395,100,11,3.3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,161,0,19,332,-1,normal,RIPE_regular
150,16,349,70,7,14,7,41,402,66,14,2.9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,144,0,16,286,-1,normal,RIPE_regular
153,9,332,54,7,16,7,6,320,10,16,2.9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,0,9,289,-1,normal,RIPE_regular
175,11,462,20,8,16,8,3,430,12,16,3.3,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,0,7,310,-1,normal,RIPE_regular
214,15,643,133,8,19,8,3,966,166,19,3.9,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216,0,7,321,-1,normal,RIPE_regular
204,13,553,76,7,16,7,23,968,18,16,3.7,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,208,0,6,308,-1,normal,RIPE_regular
135,10,286,90,7,11,7,7,208,112,11,2.6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,142,0,4,289,-1,normal,RIPE_regular
484,13,2270,55,7,16,7,34,4899,28,16,8.4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,477,1,18,356,-1,normal,RIPE_regular
344,13,1611,33,6,17,6,10,2478,20,17,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325,1,24,347,-1,normal,RIPE_regular
123,11,311,58,6,13,6,11,187,35,13,2.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114,0,13,289,-1,normal,RIPE_regular
192,13,557,115,6,13,7,27,446,39,13,3.5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,163,0,38,303,-1,normal,RIPE_regular
197,14,510,91,7,13,7,16,780,74,13,3.6,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,0,7,300,-1,normal,RIPE_regular
216,17,558,135,7,12,7,86,728,205,12,3.9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,197,0,24,299,-1,normal,RIPE_regular
92,12,172,36,7,11,7,0,225,20,11,1.8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93,0,6,274,-1,normal,RIPE_regular
126,10,219,19,7,15,7,7,226,23,15,2.3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0,10,266,-1,normal,RIPE_regular
151,9,310,19,7,16,7,26,265,8,16,2.8,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,0,7,280,-1,normal,RIPE_regular
143,12,345,33,7,15,7,35,621,13,15,2.7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,2,12,294,-1,normal,RIPE_regular
222,10,443,50,6,12,6,10,307,32,12,4,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,218,0,15,290,-1,normal,RIPE_regular
118,16,212,41,6,15,6,4,278,29,15,2.3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,111,2,14,265,-1,normal,RIPE_regular
108,10,260,22,7,12,7,3,157,19,12,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109,0,6,278,-1,normal,RIPE_regular
73,10,237,26,6,10,6,10,442,21,10,1.4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,0,5,304,-1,normal,RIPE_regular
137,7,381,26,7,15,7,42,453,4,15,2.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140,0,9,300,-1,normal,RIPE_regular
165,16,455,50,7,14,7,62,451,41,14,3.1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155,0,15,286,-1,normal,RIPE_regular
176,19,424,92,7,13,7,4,472,99,13,3.3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,170,0,11,290,-1,normal,RIPE_regular
177,17,1210,39,6,11,6,19,1479,37,11,3.4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,156,0,31,397,-1,normal,RIPE_regular
115,10,335,34,6,11,6,75,275,37,11,2.3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115,0,14,303,-1,normal,RIPE_regular
261,13,764,70,6,12,6,65,602,46,12,4.7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,239,1,29,326,-1,normal,RIPE_regular
125,11,1143,38,6,12,6,17,1105,20,12,2.3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115,0,17,437,-1,normal,RIPE_regular
115,10,259,43,6,11,6,4,354,39,11,2.1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,108,0,12,310,-1,normal,RIPE_regular
84,11,237,44,6,15,6,15,207,26,15,1.6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,0,11,305,-1,normal,RIPE_regular
160,13,467,73,7,12,7,29,356,50,12,2.9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155,0,10,293,-1,normal,RIPE_regular
228,8,724,325,7,16,7,50,1403,453,16,4.1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227,0,11,354,-1,normal,RIPE_regular
130,14,696,140,7,13,7,37,1261,41,13,2.4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103,0,31,376,-1,normal,RIPE_regular
109,12,472,66,7,14,7,5,446,36,14,2.1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110,0,8,334,-1,normal,RIPE_regular
85,11,205,67,6,11,6,1,141,31,11,1.8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,0,7,303,-1,normal,RIPE_regular
136,13,694,40,7,14,7,48,2438,33,14,2.6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,129,0,17,356,-1,normal,RIPE_regular
114,14,214,70,6,11,6,0,309,36,11,2.2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111,0,7,282,-1,normal,RIPE_regular
163,10,286,33,7,12,7,7,416,12,12,2.9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152,1,15,290,-1,normal,RIPE_regular
302,16,815,72,7,13,7,6,1365,59,13,5.5,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,287,1,26,304,-1,normal,RIPE_regular
292,20,763,102,7,14,7,32,999,67,14,5.3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270,0,32,308,-1,normal,RIPE_regular
137,10,269,33,6,11,6,23,168,30,11,2.6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,139,0,8,285,-1,normal,RIPE_regular
308,13,655,75,6,12,6,11,1374,41,12,5.5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,289,1,27,296,-1,normal,RIPE_regular
203,17,411,143,6,11,6,21,637,122,11,3.7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,185,0,25,291,-1,normal,RIPE_regular
182,15,377,43,6,16,6,30,462,41,16,3.4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,0,19,283,-1,normal,RIPE_regular
263,12,1126,47,6,18,6,170,1879,44,18,4.7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,259,0,12,335,-1,normal,RIPE_regular
